StoreId,Upc,Qty,Sku,Uom,Pack,StoreProductName,StoreDescription,Price,Sprice,Start,End,Tax,TaxLevel,Altupc1,Altupc2,Altupc3,Altupc4,Altupc5,Vintage,Cost,Deposit
10128,#104601234567893,5,#10016,750 M,1,ARKANSAS APPLEJACK BLACK                                    ,ARKANSAS APPLEJACK BLACK,49.990,0.0000, , ,0.04000,1, , , , , ,,200,0
10128,#011034410031   ,5,#10018,1.5 L,1,M & R SWEET VERMOUTH                                        ,M & R SWEET VERMOUTH,14.990,0.0000, , ,0.04000,1, , , , , ,,62.34,0
10128,#011034410055   ,0,#10019,750 M,1,M & R SWEET VERMOUTH                                        ,M & R SWEET VERMOUTH,9.990,0.0000, , ,0.04000,1, , , , , ,,45.14,0
10128,#011034410079   ,22,#10020,375 M,1,M & R SWEET VERMOUTH                                        ,M & R SWEET VERMOUTH,6.990,0.0000, , ,0.04000,1, , , , , ,,90.96,0
10128,#011034420030   ,8,#10021,1.5 L,1,M & R DRY VERMOUTH                                          ,M & R DRY VERMOUTH,14.990,0.0000, , ,0.04000,1, , , , , ,,64.34,0
10128,#011034420054   ,5,#10022,750 M,1,M & R DRY VERMOUTH                                          ,M & R DRY VERMOUTH,9.990,0.0000, , ,0.04000,1, , , , , ,,46.14,0
10128,#011034500053   ,32,#10023,750 M,1,MARTINI & ROSSI ASTI SPUMANTE                               ,MARTINI & ROSSI ASTI SPUMANTE,14.970,0.0000, , ,0.04000,1, , , , , ,,121.88,0
10128,#011034501005   ,0,#10024,750 M,1,MARTINI & ROSSI PROSECCO                                    ,MARTINI & ROSSI PROSECCO,14.990,0.0000, , ,0.04000,1, , , , , ,,120,0
10128,#011034981159   ,4,#10026,750 M,1,M & R - APERITIF                                            ,M & R - APERITIF,16.990,0.0000, , ,0.04000,1, , , , , ,,72,0
10128,#011699008437   ,4,#10031,750 M,1,LOUIS BOUILLOT - BRUT                                       ,LOUIS BOUILLOT - BRUT,26.990,0.0000, , ,0.04000,1, , , , , ,,168,0
10128,#011699009243   ,8,#10032,750 M,1,LOUIS BOUILLOT - ROSE                                       ,LOUIS BOUILLOT - ROSE,29.990,0.0000, , ,0.04000,1, , , , , ,,216,0
10128,#012000021381   ,7,#10033,15.2 ,1,OCEAN SPRAY - CRAN GRAPE                                    ,OCEAN SPRAY - CRAN GRAPE,3.250,0.0000, , ,0.04000,3, , , , , ,,23.85,0
10128,#012000071744   ,1,#10034,15.2 ,1,OCEAN SPRAY OJ                                              ,OCEAN SPRAY OJ,2.990,0.0000, , ,0.04000,3, , , , , ,,24.35,0
10128,#012000071751   ,8,#10035,15.2 ,1,DOLE - APPLE JUICE20                                        ,DOLE - APPLE JUICE20,2.990,0.0000, , ,0.04000,3, , , , , ,,24.35,0
10128,#012354000995   ,15,#10043,750 M,1,19 CRIMES - RED BLEND                                       ,19 CRIMES - RED BLEND,10.990,0.0000, , ,0.04000,1, , , , , ,,91.43,0
10128,#012354001350   ,3,#10044,750 M,1,19 CRIMES - CABERNET SAUVIGNON                              ,19 CRIMES - CABERNET SAUVIGNON,10.990,0.0000, , ,0.04000,1, , , , , ,,82.74,0
10128,#012354001602   ,14,#10045,750 M,1,19 CRIMES - THE WARDEN RED BLE                              ,19 CRIMES - THE WARDEN RED BLE,14.990,0.0000, , ,0.04000,1, , , , , ,,40,0
10128,#012354004290   ,11,#10050,750 M,1,19 CRIMES - CALI RED                                        ,19 CRIMES - CALI RED,14.990,0.0000, , ,0.04000,1, , , , , ,,104,0
10128,#013022000125   ,4,#10060,750 M,1,QUADY ELECTRA MOSCATO                                       ,QUADY ELECTRA MOSCATO,8.990,0.0000, , ,0.04000,1, , , , , ,,98,0
10128,#016027641768   ,5,#10072,PK   ,1,FRONTO KING - ONE CIGAR                                     ,FRONTO KING - ONE CIGAR,5.640,0.0000, , ,0,2, , , , , ,,3,0
10128,#01660433       ,14,#10077,12 OZ,1,ROSE'S LIME JUICE                                           ,ROSE'S LIME JUICE,4.990,0.0000, , ,0.04000,1, , , , , ,,12.27,0
10128,#016697006669   ,22,#10079,750 M,1,DE LOACH - PINOT NOIR                                       ,DE LOACH - PINOT NOIR,10.990,0.0000, , ,0.04000,1, , , , , ,,80,0
10128,#017224712107   ,34,#10085,750 M,1,CAYMUS NAPA CABERNET SAUVIGNON                              ,CAYMUS NAPA CABERNET SAUVIGNON,89.980,0.0000, , ,0.04000,1, , , , , ,,756,0
10128,#017224750123   ,12,#10086,750 M,1,CONUNDRUM - WHITE                                           ,CONUNDRUM - WHITE,14.990,0.0000, , ,0.04000,1, , , , , ,,120,0
10128,#017224760122   ,1,#10087,750 M,1,CONUNDRUM - RED                                             ,CONUNDRUM - RED,22.990,0.0000, , ,0.04000,1, , , , , ,,184,0
10128,#01801828       ,1,#10089,16 OZ,24,BUDWEISER CN                                                ,BUDWEISER CN,10.990,0.0000, , ,0.04000,1,#101801828      , , , , ,,31.6,1.20
10128,#01811524       ,1,#10090,16 OZ,24,BUD LIGHT CN                                                ,BUD LIGHT CN,10.990,0.0000, , ,0.04000,1,#101811524      , , , , ,,31.6,1.20
10128,#181912801      ,4,#10092,7 OZ ,24,BUD LIGHT MINI NR                                           ,BUD LIGHT MINI NR,7.990,0.0000, , ,0.04000,1,#018200007736   , , , , ,,20.85,1.20
10128,#018200003325   ,3,#10093,12 OZ,24,MICHELOB ULTRA BTL                                          ,MICHELOB ULTRA BTL,10.990,0.0000, , ,0.04000,1,#018200059896   ,#01833225       , , , ,,30.75,1.20
10128,#018200007699   ,8,#10094,12 OZ,24,BUD LIGHT 12PK BTL                                          ,BUD LIGHT 12PK BTL,14.390,0.0000, , ,0.04000,1, , , , , ,,22.78,1.20
10128,#018200007712   ,2,#10095,12 OZ,24,BUDWEISER 12PK BTL                                          ,BUDWEISER 12PK BTL,14.390,0.0000, , ,0.04000,1, , , , , ,,22.49,1.20
10128,#018200008337   ,2,#10096,12 OZ,24,BUD LIGHT BTL                                               ,BUD LIGHT BTL,9.690,0.0000, , ,0.04000,1,#0181692701     ,#01816927       , , , ,,27.21,1.20
10128,#018200008344   ,0,#10097,12 OZ,24,BUDWEISER BTL                                               ,BUDWEISER BTL,9.690,0.0000, , ,0.04000,1, , , , , ,,27.2,1.20
10128,#018200059902   ,5,#10098,12 OZ,24,MICHELOB ULTRA 12PK BTL                                     ,MICHELOB ULTRA 12PK BTL,16.990,0.0000, , ,0.04000,1, , , , , ,,24.78,1.20
10128,#018200069918   ,9,#10099,12 OZ,24,MICHELOB ULTRA 12PK CN                                      ,MICHELOB ULTRA 12PK CN,16.990,0.0000, , ,0.04000,1, , , , , ,,24.7,1.20
10128,#018200110306   ,80,#10100,12 OZ,30,BUDWEISER CN                                                ,BUDWEISER CN,25.990,0.0000, , ,0.04000,1, , , , , ,,23.7,1.50
10128,#018200110474   ,5,#10101,12 OZ,24,BUDWEISER 12PK CN                                           ,BUDWEISER 12PK CN,14.390,0.0000, , ,0.04000,1, , , , , ,,22.4,1.20
10128,#018200112188   ,14,#10102,12 OZ,18,BUDWEISER 18PK CN                                           ,BUDWEISER 18PK CN,17.990,0.0000, , ,0.04000,1, , , , , ,,15.6,0.90
10128,#018200113086   ,5,#10103,12 OZ,18,BUDWEISER 18PK BTL                                          ,BUDWEISER 18PK BTL,17.990,0.0000, , ,0.04000,1, , , , , ,,15.6,0.90
10128,#018200113499   ,3,#10104,12 OZ,24,BUDWEISER BIG RED                                           ,BUDWEISER BIG RED,24.990,0.0000, , ,0.04000,1, , , , , ,,22.5,1.20
10128,#01801624       ,27,#10105,12 OZ,36,BUDWEISER CN                                                ,BUDWEISER CN,8.190,0.0000, , ,0.04000,1,#018200117169   , , , , ,,27.5,1.80
10128,#018200149900   ,1,#10107,12 OZ,24,BUD LIGHT LIME NR                                           ,BUD LIGHT LIME NR,17.390,0.0000, , ,0.04000,1, , , , , ,,24.71,1.20
10128,#018200149917   ,1,#10108,12 OZ,24,BUD LIGHT LIME NR                                           ,BUD LIGHT LIME NR,11.690,0.0000, , ,0.04000,1, , , , , ,,29.95,1.20
10128,#018200150302   ,15,#10109,12 OZ,30,NATURAL LIGHT CN                                            ,NATURAL LIGHT CN,19.990,0.0000, , ,0.04000,1,#01803127       , , , , ,,17.04,1.50
10128,#018200152184   ,3,#10110,12 OZ,18,NATURAL LIGHT CN                                            ,NATURAL LIGHT CN,13.990,0.0000, , ,0.04000,1, , , , , ,,10.5,0.90
10128,#018200159831   ,1,#10111,12 OZ,24,BUD LIGHT LIME CN                                           ,BUD LIGHT LIME CN,17.390,0.0000, , ,0.04000,1, , , , , ,,24.98,1.20
10128,#018200169847   ,1,#10113,12 OZ,24,MICHELOB ULTRA - LIME CACTUS                                ,MICHELOB ULTRA - LIME CACTUS,19.390,0.0000, , ,0.04000,1,#01844920       , , , , ,,28.45,1.20
10128,#018200189920   ,2,#10115,12 OZ,24,BUD LIGHT - PLATINUM BTL                                    ,BUD LIGHT - PLATINUM BTL,16.990,0.0000, , ,0.04000,1, , , , , ,,24.7,1.20
10128,#018200200595   ,3,#10118,16 OZ,24,MICHELOB ULTRA ALM                                          ,MICHELOB ULTRA ALM,19.990,0.0000, , ,0.04000,1, , , , , ,,31.1,1.20
10128,#018200201448   ,1,#10121,12 OZ,24,MICHELOB ULTRA PURE GOLD                                    ,MICHELOB ULTRA PURE GOLD,19.390,0.0000, , ,0.04000,1, , , , , ,,28.45,1.20
10128,#018200202582   ,1,#10128,12 OZ,24,MICH ULTRA - ORGANIC PACK                                   ,MICH ULTRA - ORGANIC PACK,19.390,0.0000, , ,0.04000,1, , , , , ,,29.25,1.20
10128,#018200203275   ,2,#10138,12 OZ,24,BUD LIGHT - NEXT                                            ,BUD LIGHT - NEXT,16.990,0.0000, , ,0.04000,1, , , , , ,,25.5,1.20
10128,#018200209949   ,9,#10143,12 OZ,24,BUD LIGHT - PLATINUM CN                                     ,BUD LIGHT - PLATINUM CN,16.990,0.0000, , ,0.04000,1, , , , , ,,24.7,1.20
10128,#018200250002   ,4,#10146,25 OZ,15,BUDWEISER CN                                                ,BUDWEISER CN,3.20,0.0000, , ,0.04000,1, , , , , ,,32.4,0.75
10128,#018200250019   ,1,#10147,25 OZ,15,BUD LIGHT CN                                                ,BUD LIGHT CN,3.20,0.0000, , ,0.04000,1, , , , , ,,32.4,0.75
10128,#018200250026   ,4,#10148,25 OZ,15,NATURAL LIGHT CN                                            ,NATURAL LIGHT CN,1.950,0.0000, , ,0.04000,1, , , , , ,,13.13,0.75
10128,#018200250088   ,4,#10149,25 OZ,15,NATURAL ICE                                                 ,NATURAL ICE,1.950,0.0000, , ,0.04000,1, , , , , ,,13.13,0.75
10128,#018200250101   ,1,#10150,25 OZ,15,MICHELOB ULTRA CN                                           ,MICHELOB ULTRA CN,3.70,0.0000, , ,0.04000,1, , , , , ,,35.8,0.75
10128,#018200250149   ,0,#10152,25 OZ,12,BL LIME A RITA                                              ,BL LIME A RITA,3.450,0.0000, , ,0.04000,1, , , , , ,,20.62,0.60
10128,#018200255052   ,0,#10154,25 OZ,12,BL STRAWBE RITA                                             ,BL STRAWBE RITA,3.450,0.0000, , ,0.04000,1, , , , , ,,24.65,0.60
10128,#018200255335   ,1,#10156,25 OZ,12,BL MANGO RITA                                               ,BL MANGO RITA,3.450,0.0000, , ,0.04000,1, , , , , ,,25.75,0.60
10128,#018200259081   ,0,#10159,25 OZ,12,BL RITA - WATERMELON CN                                     ,BL RITA - WATERMELON CN,3.450,0.0000, , ,0.04000,1, , , , , ,,24.65,0.60
10128,#018200259104   ,3,#10160,25 OZ,15,BUD LIGHT - ORANGE                                          ,BUD LIGHT - ORANGE,3.950,0.0000, , ,0.04000,1, , , , , ,,35.81,0.75
10128,#018200270307   ,11,#10171,12 OZ,30,NATURAL ICE CN                                              ,NATURAL ICE CN,19.990,0.0000, , ,0.04000,1,#01806726       , , , , ,,17.04,1.50
10128,#018200272189   ,6,#10172,12 OZ,18,NATURAL ICE CN                                              ,NATURAL ICE CN,13.990,0.0000, , ,0.04000,1, , , , , ,,10.57,0.90
10128,#018200530302   ,57,#10178,12 OZ,30,BUD LIGHT CN                                                ,BUD LIGHT CN,25.990,0.0000, , ,0.04000,1, , , , , ,,24.01,1.50
10128,#018200530470   ,9,#10179,12 OZ,24,BUD LIGHT 12PK CN                                           ,BUD LIGHT 12PK CN,14.390,0.0000, , ,0.04000,1, , , , , ,,22.4,1.20
10128,#018200532184   ,36,#10181,12 OZ,18,BUD LIGHT 18PK CN                                           ,BUD LIGHT 18PK CN,17.990,0.0000, , ,0.04000,1, , , , , ,,15.6,0.90
10128,#018200533082   ,6,#10182,12 OZ,18,BUD LIGHT 18PK BTL                                          ,BUD LIGHT 18PK BTL,17.990,0.0000, , ,0.04000,1, , , , , ,,15.59,0.90
10128,#018200533495   ,22,#10183,12 OZ,24,BUD LIGHT BIG BLUE                                          ,BUD LIGHT BIG BLUE,24.990,0.0000, , ,0.04000,1, , , , , ,,21.75,1.20
10128,#018200537165   ,58,#10184,12 OZ,36,BUD LIGHT CN                                                ,BUD LIGHT CN,29.990,0.0000, , ,0.04000,1,#01810622       , , , , ,,27.56,1.80
10128,#018200610301   ,12,#10185,12 OZ,30,BUSCH CN                                                    ,BUSCH CN,19.990,0.0000, , ,0.04000,1,#01805125       , , , , ,,17.28,1.50
10128,#018200860317   ,103,#10188,12 OZ,30,BUSCH LIGHT CN                                              ,BUSCH LIGHT CN,19.990,0.0000, , ,0.04000,1,#01818828       , , , , ,,17.04,1.50
10128,#018200960284   ,1,#10190,12 OZ,18,BUD LIGHT - PLATINUM CN                                     ,BUD LIGHT - PLATINUM CN,22.990,0.0000, , ,0.04000,1,#01860928       , , , , ,,17.62,0.90
10128,#018200960444   ,1,#10191,12 OZ,18,BUD LIGHT - PLATINUM BTL                                    ,BUD LIGHT - PLATINUM BTL,22.990,0.0000, , ,0.04000,1,#018200009075   , , , , ,,17.6,0.90
10128,#018200962028   ,4,#10192,12 OZ,30,BUDWEISER SELECT 55                                         ,BUDWEISER SELECT 55,29.990,0.0000, , ,0.04000,1, , , , , ,,24.6,1.50
10128,#018200962929   ,4,#10193,12 OZ,18,BUD LIGHT - LIME                                            ,BUD LIGHT - LIME,22.990,0.0000, , ,0.04000,1, , , , , ,,17.79,0.90
10128,#018200962943   ,1,#10194,12 OZ,18,BUD LIGHT - LIME CN                                         ,BUD LIGHT - LIME CN,22.990,0.0000, , ,0.04000,1,#018200002236   , , , , ,,17.82,0.90
10128,#018200966248   ,1,#10195,12 OZ,18,MICHELOB ULTRA BTL                                          ,MICHELOB ULTRA BTL,18.990,0.0000, , ,0.04000,1, , , , , ,,17.6,0.90
10128,#018200966606   ,3,#10196,12 OZ,30,BUDWEISER SELECT                                            ,BUDWEISER SELECT,29.990,0.0000, , ,0.04000,1, , , , , ,,23.93,1.50
10128,#018200967214   ,11,#10197,12 OZ,18,MICHELOB ULTRA CN                                           ,MICHELOB ULTRA CN,18.990,0.0000, , ,0.04000,1, , , , , ,,17.6,0.90
10128,#018200967283   ,17,#10198,12 OZ,24,MICHELOB ULTRA LOOSE                                        ,MICHELOB ULTRA LOOSE,25.990,0.0000, , ,0.04000,1, , , , , ,,20.1,1.20
10128,#018341151053   ,88,#10201,1.5 L,1,BAREFOOT CHARDONNAY                                         ,BAREFOOT CHARDONNAY,11.990,0.0000, , ,0.04000,1, , , , , ,,65.49,0
10128,#018341151107   ,53,#10202,1.5 L,1,BAREFOOT MERLOT                                             ,BAREFOOT MERLOT,11.990,0.0000, , ,0.04000,1, , , , , ,,60.21,0
10128,#018341751055   ,13,#10204,750 M,1,BAREFOOT CHARDONNAY                                         ,BAREFOOT CHARDONNAY,7.490,0.0000, , ,0.04000,1, , , , , ,,52,0
10128,#018341751109   ,8,#10205,750 M,1,BAREFOOT MERLOT                                             ,BAREFOOT MERLOT,7.490,0.0000, , ,0.04000,1, , , , , ,,56,0
10128,#01872923       ,0,#10208,12 OZ,24,RED BRIDGE                                                  ,RED BRIDGE,10.990,0.0000, , ,0.04000,1, , , , , ,,32.9,1.20
10128,#01877928       ,2,#10209,12 OZ,24,LANDSHARK LAGER                                             ,LANDSHARK LAGER,11.990,0.0000, , ,0.04000,1,#018200129827   , , , , ,,29.75,1.20
10128,#01879421       ,1,#10210,12 OZ,24,MICHELOB ULTRA LIME CACTUS                                  ,MICHELOB ULTRA LIME CACTUS,11.990,0.0000, , ,0.04000,1,#018200129896   , , , , ,,33.45,1.20
10128,#021296006019   ,12,#10228,750 M,1,PAUL MASSON GRANDE AMBER VS                                 ,PAUL MASSON GRANDE AMBER VS,12.990,0.0000, , ,0.04000,1,#088004045777   , , , , ,,94.77,0
10128,#021296006064   ,10,#10229,375 M,1,PAUL MASSON BRANDY                                          ,PAUL MASSON BRANDY,8.490,0.0000, , ,0.04000,1,#088004045791   , , , , ,,100,0
10128,#021296604994   ,3,#10231,3 LT ,1,PAUL MASSON VIN ROSE                                        ,PAUL MASSON VIN ROSE,11.990,0.0000, , ,0.04000,1, , , , , ,,44,0
10128,#021296620314   ,34,#10234,50 ML,1,PAUL MASSON MANGO                                           ,PAUL MASSON MANGO,1.250,0.0000, , ,0.04000,1, , , , , ,,108,0
10128,#021893786307   ,48,#10239,750 M,1,CA MONTINI - PINOT GRIGIO                                   ,CA MONTINI - PINOT GRIGIO,10.970,0.0000, , ,0.04000,1, , , , , ,,101,0
10128,#022000159335   ,6,#10242,EACH ,1,ALTOIDS PEPPERMINT                                          ,ALTOIDS PEPPERMINT,3.690,0.0000, , ,0.04000,3, , , , , ,,26.55,0.60
10128,#02200419       ,0,#10244,24 OZ,12,PABST BLUE RIBBON                                           ,PABST BLUE RIBBON,2.450,0.0000, , ,0.04000,1, , , , , ,,19.55,0.60
10128,#022100001572   ,7,#10245,12 OZ,18,PABST BLUE RIBBON CN                                        ,PABST BLUE RIBBON CN,14.990,0.0000, , ,0.04000,1, , , , , ,,13,0.90
10128,#022100112193   ,2,#10247,12 oz,30,PABST BLUE RIBBON CN                                        ,PABST BLUE RIBBON CN,20.990,0.0000, , ,0.04000,1,#02207111       , , , , ,,18.89,1.50
10128,#022228531401   ,5,#10251,750 M,1,ARKANSAS APPLEJACK BLACK 21 YE                              ,ARKANSAS APPLEJACK BLACK 21 YE,139.990,0.0000, , ,0.04000,1, , , , , ,,496.16,0
10128,#023035324835   ,1,#10256,750 M,1,CASATA BARRETTINI - PINOT GRIG                              ,CASATA BARRETTINI - PINOT GRIG,2.990,0.0000, , ,0.04000,1, , , , , ,,1,0
10128,#023604231076   ,2,#10257,EACH ,1,BEER SALT - LIME                                            ,BEER SALT - LIME,2.990,0.0000, , ,0,0, , , , , ,,0.0000,0
10128,#026612510263   ,8,#10275,750 M,1,PONGA SAUVIGNON BLANC                                       ,PONGA SAUVIGNON BLANC,9.990,0.0000, , ,0.04000,1, , , , , ,,86,0
10128,#028400329453   ,0,#10342,5.0 O,1,CHEETOS - CRUNCHY                                           ,CHEETOS - CRUNCHY,2.490,0.0000, , ,0.04000,3, , , , , ,,1.74,0
10128,#029000022096   ,10,#10387,EACH ,1,PLANTERS HEAT PEANUTS                                       ,PLANTERS HEAT PEANUTS,0.690,0.0000, , ,0.04000,3,#029000022157   , , , , ,,7.25,0
10128,#029000022133   ,2,#10388,EACH ,1,PLANTERS HONEY ROAST PEANUTS T                              ,PLANTERS HONEY ROAST PEANUTS T,0.690,0.0000, , ,0.04000,3, , , , , ,,7.25,0
10128,#029000025813   ,0,#10389,EACH ,1,PLANTERS - HOT & SPICEY CASHEW                              ,PLANTERS - HOT & SPICEY CASHEW,2.790,0.0000, , ,0.04000,3, , , , , ,,15.09,0
10128,#029000075351   ,0,#10394,EACH ,1,PLANTERS SALTED PEANUTS                                     ,PLANTERS SALTED PEANUTS,0.690,0.0000, , ,0.04000,3,#029000022119   , , , , ,,7.25,0
10128,#029000075382   ,7,#10395,EACH ,1,PLANTERS SALTED CASHEW                                      ,PLANTERS SALTED CASHEW,1.890,0.0000, , ,0.04000,3, , , , , ,,20.22,0
10128,#029000075399   ,9,#10396,EACH ,1,PLANTERS HONEY ROASTED CASHEW                               ,PLANTERS HONEY ROASTED CASHEW,1.890,0.0000, , ,0.04000,3, , , , , ,,20.22,0
10128,#029929115411   ,0,#10398,750 M,1,LICOR 43                                                    ,LICOR 43,23.990,0.0000, , ,0.04000,1, , , , , ,,0.0000,0
10128,#031259000046   ,51,#10408,750 M,1,JOSH CELLARS - RES. CAB SAUV NORTH COAST                    ,JOSH CELLARS - RES. CAB SAUV NORTH COAST,19.990,0.0000, , ,0.04000,1, , , , , ,,216,0
10128,#031259000718   ,70,#10409,750 M,1,REDEMPTION BOURBON                                          ,REDEMPTION BOURBON,19.990,0.0000, , ,0.04000,1, , , , , ,,215,0
10128,#031259001456   ,20,#10410,750 M,1,JOSH CELLARS - PINOT GRIGIO                                 ,JOSH CELLARS - PINOT GRIGIO,11.970,0.0000, , ,0.04000,1, , , , , ,,140,0
10128,#031259004327   ,36,#10411,750 M,1,JOSH CELLARS - BRBN BAR CAB                                 ,JOSH CELLARS - BRBN BAR CAB,21.990,0.0000, , ,0.04000,1, , , , , ,,211.96,0
10128,#031259008929   ,2,#10413,750 M,1,YELLOW TAIL - CHARDONNAY                                    ,YELLOW TAIL - CHARDONNAY,7.990,0.0000, , ,0.04000,1, , , , , ,,60,0
10128,#031259008936   ,7,#10414,1.5 L,1,YELLOW TAIL - CHARDONNAY                                    ,YELLOW TAIL - CHARDONNAY,11.990,0.0000, , ,0.04000,1, , , , , ,,61.27,0
10128,#031259008950   ,9,#10415,1.5 L,1,YELLOW TAIL - SHIRAZ                                        ,YELLOW TAIL - SHIRAZ,11.990,0.0000, , ,0.04000,1, , , , , ,,63.5,0
10128,#031259009230   ,4,#10417,1.5 L,1,YELLOW TAIL - MERLOT                                        ,YELLOW TAIL - MERLOT,11.990,0.0000, , ,0.04000,1, , , , , ,,58,0
10128,#031259009452   ,16,#10418,750 M,1,YELLOW TAIL - CABERNET                                      ,YELLOW TAIL - CABERNET,7.990,0.0000, , ,0.04000,1, , , , , ,,60,0
10128,#031259009469   ,4,#10419,1.5 L,1,YELLOW TAIL - CABERNET                                      ,YELLOW TAIL - CABERNET,11.990,0.0000, , ,0.04000,1, , , , , ,,58,0
10128,#031259009711   ,10,#10421,750 M,1,YELLOW TAIL - PINOT GRIGIO                                  ,YELLOW TAIL - PINOT GRIGIO,7.990,0.0000, , ,0.04000,1, , , , , ,,60,0
10128,#031259009728   ,10,#10422,1.5 L,1,YELLOW TAIL - PINOT GRIGIO                                  ,YELLOW TAIL - PINOT GRIGIO,11.990,0.0000, , ,0.04000,1, , , , , ,,61,0
10128,#031259018492   ,41,#10427,750 M,1,YELLOW TAIL - PINOT NOIR                                    ,YELLOW TAIL - PINOT NOIR,7.990,0.0000, , ,0.04000,1, , , , , ,,60,0
10128,#031259032351   ,9,#10428,750 M,1,YELLOW TAIL - SAUVIGNON BLANC                               ,YELLOW TAIL - SAUVIGNON BLANC,7.990,0.0000, , ,0.04000,1, , , , , ,,60,0
10128,#031259032658   ,9,#10430,1.5 L,1,YELLOW TAIL - PINOT NOIR                                    ,YELLOW TAIL - PINOT NOIR,11.990,0.0000, , ,0.04000,1, , , , , ,,58,0
10128,#031259032856   ,11,#10432,750 M,1,YELLOW TAIL - MOSCATO                                       ,YELLOW TAIL - MOSCATO,7.990,0.0000, , ,0.04000,1, , , , , ,,60,0
10128,#031259032863   ,10,#10433,1.5 L,1,YELLOW TAIL - MOSCATO                                       ,YELLOW TAIL - MOSCATO,11.990,0.0000, , ,0.04000,1, , , , , ,,63.6,0
10128,#031259046952   ,29,#10434,750 M,1,JOSH CELLARS - PINOT NOIR                                   ,JOSH CELLARS - PINOT NOIR,15.970,0.0000, , ,0.04000,1, , , , , ,,179.96,0
10128,#031259046976   ,9,#10435,750 M,1,JOSH CELLARS - SAUVIGNON BLANC                              ,JOSH CELLARS - SAUVIGNON BLANC,11.980,0.0000, , ,0.04000,1, , , , , ,,139.97,0
10128,#031259048024   ,19,#10436,750 M,1,JOSH CELLARS - LEGACY                                       ,JOSH CELLARS - LEGACY,13.970,0.0000, , ,0.04000,1, , , , , ,,156,0
10128,#033544000212   ,0,#10446,7 OZ ,24,MODELITO ESPECIAL                                           ,MODELITO ESPECIAL,21.990,0.0000, , ,0.04000,1,#03354452       , , , , ,,19.45,1.20
10128,#03400519       ,1,#10466,24 OZ,12,MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,2.450,0.0000, , ,0.04000,1, , , , , ,,16.44,0.60
10128,#03404603       ,20,#10469,EACH ,1,KIT KAT DARK                                                ,KIT KAT DARK,1.790,0.0000, , ,0.04000,3, , , , , ,,18,0
10128,#034100012564   ,20,#10472,12 OZ,18,MILLER HIGH LIFE BTL                                        ,MILLER HIGH LIFE BTL,14.990,0.0000, , ,0.04000,1,#03402119       , , , , ,,11.99,0.90
10128,#034100013400   ,10,#10473,12 OZ,18,MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,14.990,0.0000, , ,0.04000,1,#40518          , , , , ,,11.99,0.90
10128,#034100013417   ,5,#10474,12 OZ,30,MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,23.490,0.0000, , ,0.04000,1,#03400412       , , , , ,,20.39,1.50
10128,#034100015091   ,1,#10476,12 OZ,24,MILLER HIGH LIFE BTL                                        ,MILLER HIGH LIFE BTL,11.990,0.0000, , ,0.04000,1,#40521          , , , , ,,18.4,1.20
10128,#034100016364   ,1,#10477,12 OZ,24,MILLER HIGH LIFE CN                                         ,MILLER HIGH LIFE CN,11.990,0.0000, , ,0.04000,1,#40502          , , , , ,,18.4,1.20
10128,#034100572563   ,11,#10486,12 OZ,18,MILLER LITE BTL                                             ,MILLER LITE BTL,17.990,0.0000, , ,0.04000,1, , , , , ,,15.6,0.90
10128,#034100573409   ,15,#10487,12 OZ,18,MILLER LITE CN                                              ,MILLER LITE CN,17.990,0.0000, , ,0.04000,1, , , , , ,,15.6,0.90
10128,#034100573416   ,33,#10488,12 OZ,30,MILLER LITE CN                                              ,MILLER LITE CN,24.990,0.0000, , ,0.04000,1,#03435418       ,#103435418      , , , ,,24.6,1.50
10128,#034100575090   ,1,#10489,12 OZ,24,MILLER LITE BTL                                             ,MILLER LITE BTL,14.390,0.0000, , ,0.04000,1,#41521          , , , , ,,22.4,1.20
10128,#034100576363   ,2,#10490,12 OZ,24,MILLER LITE CN                                              ,MILLER LITE CN,14.390,0.0000, , ,0.04000,1, , , , , ,,22.4,1.20
10128,#034100577070   ,3,#10491,16 OZ,15,MILLER LITE ALM                                             ,MILLER LITE ALM,20.50,0.0000, , ,0.04000,1, , , , , ,,16.3,0.75
10128,#03435515       ,0,#10498,24 OZ,12,MILLER LITE CN                                              ,MILLER LITE CN,3.20,0.0000, , ,0.04000,1, , , , , ,,25.8,0.60
10128,#03435719       ,1,#10499,16 OZ,24,MILLER LITE CN                                              ,MILLER LITE CN,10.690,0.0000, , ,0.04000,1,#103435719      , , , , ,,31.4,1.20
10128,#343621301      ,1,#10500,12 OZ,24,MILLER LITE BTL                                             ,MILLER LITE BTL,9.690,0.0000, , ,0.04000,1,#034100575052   , , , , ,,27,1.20
10128,#03488012       ,1,#10511,24 OZ,12,ICE HOUSE                                                   ,ICE HOUSE,1.70,0.0000, , ,0.04000,1,#41004          , , , , ,,11.4,0.60
10128,#038900008185   ,2,#10517,46 OZ,1,DOLE PINEAPPLE JUICE                                        ,DOLE PINEAPPLE JUICE,4.990,0.0000, , ,0.04000,3, , , , , ,,38.99,0
10128,#038900009632   ,12,#10519,8.4 O,1,DOLE - PINEAPPLE                                            ,DOLE - PINEAPPLE,1.690,0.0000, , ,0.04000,3, , , , , ,,19.92,0
