StoreId,Upc,Qty,Sku,Uom,Pack,StoreProductName,StoreDescription,Price,Sprice,Start,End,Tax,Altupc1,Altupc2,Altupc3,Altupc4,Altupc5,Vintage,Cost,Deposit,Discountable
10128,#104601234567893,5,#10016,750 M,1,ARKANSAS APPLEJACK BLACK                                    ,ARKANSAS APPLEJACK BLACK,49.99,0.0000, , ,0.0625, , , , , ,,200,0,0
10128,#011034410031   ,5,#10018,1.5 L,1,M & R SWEET VERMOUTH                                        ,M & R SWEET VERMOUTH,14.99,0.0000, , ,0.0625, , , , , ,,62.34,0,0
10128,#011034410055   ,0,#10019,750 M,1,M & R SWEET VERMOUTH                                        ,M & R SWEET VERMOUTH,9.99,0.0000, , ,0.0625, , , , , ,,45.14,0,0
10128,#011034410079   ,22,#10020,375 M,1,M & R SWEET VERMOUTH                                        ,M & R SWEET VERMOUTH,6.99,0.0000, , ,0.0625, , , , , ,,90.96,0,0
10128,#011034420030   ,8,#10021,1.5 L,1,M & R DRY VERMOUTH                                          ,M & R DRY VERMOUTH,14.99,0.0000, , ,0.0625, , , , , ,,64.34,0,0
10128,#011034420054   ,5,#10022,750 M,1,M & R DRY VERMOUTH                                          ,M & R DRY VERMOUTH,9.99,0.0000, , ,0.0625, , , , , ,,46.14,0,0
10128,#011034500053   ,32,#10023,750 M,1,MARTINI & ROSSI ASTI SPUMANTE                               ,MARTINI & ROSSI ASTI SPUMANTE,14.97,0.0000, , ,0.0625, , , , , ,,121.88,0,1
10128,#011034501005   ,0,#10024,750 M,1,MARTINI & ROSSI PROSECCO                                    ,MARTINI & ROSSI PROSECCO,14.99,0.0000, , ,0.0625, , , , , ,,120,0,0
10128,#011034981159   ,4,#10026,750 M,1,M & R - APERITIF                                            ,M & R - APERITIF,16.99,0.0000, , ,0.0625, , , , , ,,72,0,0
10128,#01140800       ,7,#10029,PK   ,1,PYRAMID RED 100                                             ,PYRAMID RED 100,10.63,0.0000, , ,0.0625, , , , , ,,82.99,0,0
10128,#01149209       ,4,#10030,PK   ,1,PYRAMID RED                                                 ,PYRAMID RED,10.63,0.0000, , ,0.0625, , , , , ,,86.07,0,0
10128,#011699008437   ,4,#10031,750 M,1,LOUIS BOUILLOT - BRUT                                       ,LOUIS BOUILLOT - BRUT,26.99,0.0000, , ,0.0625, , , , , ,,168,0,1
10128,#011699009243   ,8,#10032,750 M,1,LOUIS BOUILLOT - ROSE                                       ,LOUIS BOUILLOT - ROSE,29.99,0.0000, , ,0.0625, , , , , ,,216,0,1
10128,#012000021381   ,7,#10033,15.2 ,1,OCEAN SPRAY - CRAN GRAPE                                    ,OCEAN SPRAY - CRAN GRAPE,3.25,0.0000, , ,0.0625, , , , , ,,23.85,0,0
10128,#012000071744   ,1,#10034,15.2 ,1,OCEAN SPRAY OJ                                              ,OCEAN SPRAY OJ,2.99,0.0000, , ,0.0625, , , , , ,,24.35,0,0
10128,#012000071751   ,8,#10035,15.2 ,1,DOLE - APPLE JUICE20                                        ,DOLE - APPLE JUICE20,2.99,0.0000, , ,0.0625, , , , , ,,24.35,0,0
10128,#012300200608   ,7,#10041,PK   ,1,CAMEL - BLUE 99 BX                                          ,CAMEL - BLUE 99 BX,13.2,0.0000, , ,0.0625, , , , , ,,99.8,0,0
10128,#012354000995   ,15,#10043,750 M,1,19 CRIMES - RED BLEND                                       ,19 CRIMES - RED BLEND,10.99,0.0000, , ,0.0625, , , , , ,,91.43,0,1
10128,#012354001350   ,3,#10044,750 M,1,19 CRIMES - CABERNET SAUVIGNON                              ,19 CRIMES - CABERNET SAUVIGNON,10.99,0.0000, , ,0.0625, , , , , ,,82.74,0,1
10128,#012354001602   ,14,#10045,750 M,1,19 CRIMES - THE WARDEN RED BLE                              ,19 CRIMES - THE WARDEN RED BLE,14.99,0.0000, , ,0.0625, , , , , ,,40,0,1
10128,#012354004290   ,11,#10050,750 M,1,19 CRIMES - CALI RED                                        ,19 CRIMES - CALI RED,14.99,0.0000, , ,0.0625, , , , , ,,104,0,1
10128,#012546312554   ,1,#10053,EACH ,1,DENTYNE ICE PEPPERMINT                                      ,DENTYNE ICE PEPPERMINT,1.79,0.0000, , ,0.0625, , , , , ,,9.44,0,0
10128,#012546612296   ,2,#10056,EACH ,1,TRIDENT ORIGINAL                                            ,TRIDENT ORIGINAL,2.25,0.0000, , ,0.0625,#012546011099   , , , , ,,13.05,0,0
10128,#012546615310   ,0,#10057,EACH ,1,TRIDENT SPEARMINT                                           ,TRIDENT SPEARMINT,2.25,0.0000, , ,0.0625,#012546011075   , , , , ,,12.3,0,0
10128,#013022000125   ,4,#10060,750 M,1,QUADY ELECTRA MOSCATO                                       ,QUADY ELECTRA MOSCATO,8.99,0.0000, , ,0.0625, , , , , ,,98,0,0
10128,#014974210020   ,72,#10065,12 OZ,1,WOODCHUCK - PEARSECCO                                       ,WOODCHUCK - PEARSECCO,12.99,0.0000, , ,0.0625,#014974211263   , , , , ,,32,0,0
10128,#016027641768   ,5,#10072,PK   ,1,FRONTO KING - ONE CIGAR                                     ,FRONTO KING - ONE CIGAR,5.64,0.0000, , ,0.0625, , , , , ,,3,0,0
10128,#01660433       ,14,#10077,12 OZ,1,ROSE'S LIME JUICE                                           ,ROSE'S LIME JUICE,4.99,0.0000, , ,0.0625, , , , , ,,12.27,0,0
10128,#01660530       ,7,#10078,12 OZ,1,ROSE'S GRENADINE                                            ,ROSE'S GRENADINE,4.99,0.0000, , ,0.0625, , , , , ,,3.15,0,0
10128,#016697006669   ,22,#10079,750 M,1,DE LOACH - PINOT NOIR                                       ,DE LOACH - PINOT NOIR,10.99,0.0000, , ,0.0625, , , , , ,,80,0,1
10128,#017224712107   ,34,#10085,750 M,1,CAYMUS NAPA CABERNET SAUVIGNON                              ,CAYMUS NAPA CABERNET SAUVIGNON,89.98,0.0000, , ,0.0625, , , , , ,,756,0,0
10128,#017224750123   ,12,#10086,750 M,1,CONUNDRUM - WHITE                                           ,CONUNDRUM - WHITE,14.99,0.0000, , ,0.0625, , , , , ,,120,0,1
10128,#017224760122   ,1,#10087,750 M,1,CONUNDRUM - RED                                             ,CONUNDRUM - RED,22.99,0.0000, , ,0.0625, , , , , ,,184,0,1
10128,#01801828       ,1,#10089,16 OZ,24,BUDWEISER CN                                                ,BUDWEISER CN,10.99,0.0000, , ,0.0625,#101801828      , , , , ,,31.6,1.20,0
10128,#01811524       ,1,#10090,16 OZ,24,BUD LIGHT CN                                                ,BUD LIGHT CN,10.99,0.0000, , ,0.0625,#101811524      , , , , ,,31.6,1.20,0
10128,#181912801      ,4,#10092,7 OZ ,24,BUD LIGHT MINI NR                                           ,BUD LIGHT MINI NR,7.99,0.0000, , ,0.0625,#018200007736   , , , , ,,20.85,1.20,0
10128,#018200003325   ,3,#10093,12 OZ,24,MICHELOB ULTRA BTL                                          ,MICHELOB ULTRA BTL,10.99,0.0000, , ,0.0625,#018200059896   ,#01833225       , , , ,,30.75,1.20,0
10128,#018200007699   ,8,#10094,12 OZ,24,BUD LIGHT 12PK BTL                                          ,BUD LIGHT 12PK BTL,14.39,0.0000, , ,0.0625, , , , , ,,22.78,1.20,0
10128,#018200007712   ,2,#10095,12 OZ,24,BUDWEISER 12PK BTL                                          ,BUDWEISER 12PK BTL,14.39,0.0000, , ,0.0625, , , , , ,,22.49,1.20,0
10128,#018200008337   ,2,#10096,12 OZ,24,BUD LIGHT BTL                                               ,BUD LIGHT BTL,9.69,0.0000, , ,0.0625,#0181692701     ,#01816927       , , , ,,27.21,1.20,0
10128,#018200008344   ,0,#10097,12 OZ,24,BUDWEISER BTL                                               ,BUDWEISER BTL,9.69,0.0000, , ,0.0625, , , , , ,,27.2,1.20,0
10128,#018200059902   ,5,#10098,12 OZ,24,MICHELOB ULTRA 12PK BTL                                     ,MICHELOB ULTRA 12PK BTL,16.99,0.0000, , ,0.0625, , , , , ,,24.78,1.20,0
10128,#018200069918   ,9,#10099,12 OZ,24,MICHELOB ULTRA 12PK CN                                      ,MICHELOB ULTRA 12PK CN,16.99,0.0000, , ,0.0625, , , , , ,,24.7,1.20,0
10128,#018200110306   ,80,#10100,12 OZ,30,BUDWEISER CN                                                ,BUDWEISER CN,25.99,0.0000, , ,0.0625, , , , , ,,23.7,1.50,0
10128,#018200110474   ,5,#10101,12 OZ,24,BUDWEISER 12PK CN                                           ,BUDWEISER 12PK CN,14.39,0.0000, , ,0.0625, , , , , ,,22.4,1.20,0
10128,#018200112188   ,14,#10102,12 OZ,18,BUDWEISER 18PK CN                                           ,BUDWEISER 18PK CN,17.99,0.0000, , ,0.0625, , , , , ,,15.6,0.90,0
10128,#018200113086   ,5,#10103,12 OZ,18,BUDWEISER 18PK BTL                                          ,BUDWEISER 18PK BTL,17.99,0.0000, , ,0.0625, , , , , ,,15.6,0.90,0
10128,#018200113499   ,3,#10104,12 OZ,24,BUDWEISER BIG RED                                           ,BUDWEISER BIG RED,24.99,0.0000, , ,0.0625, , , , , ,,22.5,1.20,0
10128,#01801624       ,27,#10105,12 OZ,36,BUDWEISER CN                                                ,BUDWEISER CN,8.19,0.0000, , ,0.0625,#018200117169   , , , , ,,27.5,1.80,0
10128,#018200139864   ,24,#10106,12 OZ,1,SHOCKTOP BELGIAN WHITE                                      ,SHOCKTOP BELGIAN WHITE,11.69,0.0000, , ,0.0625, , , , , ,,29.75,1.20,0
10128,#018200149900   ,1,#10107,12 OZ,24,BUD LIGHT LIME NR                                           ,BUD LIGHT LIME NR,17.39,0.0000, , ,0.0625, , , , , ,,24.71,1.20,0
10128,#018200149917   ,1,#10108,12 OZ,24,BUD LIGHT LIME NR                                           ,BUD LIGHT LIME NR,11.69,0.0000, , ,0.0625, , , , , ,,29.95,1.20,0
10128,#018200150302   ,15,#10109,12 OZ,30,NATURAL LIGHT CN                                            ,NATURAL LIGHT CN,19.99,0.0000, , ,0.0625,#01803127       , , , , ,,17.04,1.50,0
10128,#018200152184   ,3,#10110,12 OZ,18,NATURAL LIGHT CN                                            ,NATURAL LIGHT CN,13.99,0.0000, , ,0.0625, , , , , ,,10.5,0.90,0
10128,#018200159831   ,1,#10111,12 OZ,24,BUD LIGHT LIME CN                                           ,BUD LIGHT LIME CN,17.39,0.0000, , ,0.0625, , , , , ,,24.98,1.20,0
10128,#018200169847   ,1,#10113,12 OZ,24,MICHELOB ULTRA - LIME CACTUS                                ,MICHELOB ULTRA - LIME CACTUS,19.39,0.0000, , ,0.0625,#01844920       , , , , ,,28.45,1.20,0
10128,#018200189920   ,2,#10115,12 OZ,24,BUD LIGHT - PLATINUM BTL                                    ,BUD LIGHT - PLATINUM BTL,16.99,0.0000, , ,0.0625, , , , , ,,24.7,1.20,0
10128,#018200200380   ,108,#10117,12 OZ,1,BUDWEISER - ZERO                                            ,BUDWEISER - ZERO,16.99,0.0000, , ,0.0625, , , , , ,,24,1.20,0
10128,#018200200595   ,3,#10118,16 OZ,24,MICHELOB ULTRA ALM                                          ,MICHELOB ULTRA ALM,19.99,0.0000, , ,0.0625, , , , , ,,31.1,1.20,0
10128,#018200201448   ,1,#10121,12 OZ,24,MICHELOB ULTRA PURE GOLD                                    ,MICHELOB ULTRA PURE GOLD,19.39,0.0000, , ,0.0625, , , , , ,,28.45,1.20,0
10128,#018200202087   ,168,#10123,12 OZ,1,BL SELTZER - VARIETY                                        ,BL SELTZER - VARIETY,17.39,0.0000, , ,0.0625, , , , , ,,27,1.20,0
10128,#018200202582   ,1,#10128,12 OZ,24,MICH ULTRA - ORGANIC PACK                                   ,MICH ULTRA - ORGANIC PACK,19.39,0.0000, , ,0.0625, , , , , ,,29.25,1.20,0
10128,#018200202988   ,12,#10134,200 M,1,NUTRL - PINEAPPLE                                           ,NUTRL - PINEAPPLE,10.99,0.0000, , ,0.0625, , , , , ,,42.7,0,0
10128,#018200202995   ,0,#10135,200 M,1,NUTRL - RASPBERRY                                           ,NUTRL - RASPBERRY,10.99,0.0000, , ,0.0625, , , , , ,,42.7,1.20,0
10128,#018200203275   ,2,#10138,12 OZ,24,BUD LIGHT - NEXT                                            ,BUD LIGHT - NEXT,16.99,0.0000, , ,0.0625, , , , , ,,25.5,1.20,0
10128,#018200203336   ,0,#10139,12 OZ,1,BL SETLZER - HARD SODA                                      ,BL SETLZER - HARD SODA,18.39,0.0000, , ,0.0625, , , , , ,,26.6,1.20,0
10128,#018200203398   ,32,#10140,200 M,1,NUTRL - LEMONADE VARIETY                                    ,NUTRL - LEMONADE VARIETY,16.99,0.0000, , ,0.0625, , , , , ,,40.1,0,0
10128,#018200203527   ,72,#10141,200 M,1,NUTRL - VODKA SELTZER VARIETY                               ,NUTRL - VODKA SELTZER VARIETY,16.99,0.0000, , ,0.0625, , , , , ,,42,0,0
10128,#018200209949   ,9,#10143,12 OZ,24,BUD LIGHT - PLATINUM CN                                     ,BUD LIGHT - PLATINUM CN,16.99,0.0000, , ,0.0625, , , , , ,,24.7,1.20,0
10128,#018200250002   ,4,#10146,25 OZ,15,BUDWEISER CN                                                ,BUDWEISER CN,3.2,0.0000, , ,0.0625, , , , , ,,32.4,0.75,0
10128,#018200250019   ,1,#10147,25 OZ,15,BUD LIGHT CN                                                ,BUD LIGHT CN,3.2,0.0000, , ,0.0625, , , , , ,,32.4,0.75,0
10128,#018200250026   ,4,#10148,25 OZ,15,NATURAL LIGHT CN                                            ,NATURAL LIGHT CN,1.95,0.0000, , ,0.0625, , , , , ,,13.13,0.75,0
10128,#018200250088   ,4,#10149,25 OZ,15,NATURAL ICE                                                 ,NATURAL ICE,1.95,0.0000, , ,0.0625, , , , , ,,13.13,0.75,0
10128,#018200250101   ,1,#10150,25 OZ,15,MICHELOB ULTRA CN                                           ,MICHELOB ULTRA CN,3.7,0.0000, , ,0.0625, , , , , ,,35.8,0.75,0
10128,#018200250149   ,0,#10152,25 OZ,12,BL LIME A RITA                                              ,BL LIME A RITA,3.45,0.0000, , ,0.0625, , , , , ,,20.62,0.60,0
10128,#018200255052   ,0,#10154,25 OZ,12,BL STRAWBE RITA                                             ,BL STRAWBE RITA,3.45,0.0000, , ,0.0625, , , , , ,,24.65,0.60,0
10128,#018200255335   ,1,#10156,25 OZ,12,BL MANGO RITA                                               ,BL MANGO RITA,3.45,0.0000, , ,0.0625, , , , , ,,25.75,0.60,0
10128,#018200259081   ,0,#10159,25 OZ,12,BL RITA - WATERMELON CN                                     ,BL RITA - WATERMELON CN,3.45,0.0000, , ,0.0625, , , , , ,,24.65,0.60,0
10128,#018200259104   ,3,#10160,25 OZ,15,BUD LIGHT - ORANGE                                          ,BUD LIGHT - ORANGE,3.95,0.0000, , ,0.0625, , , , , ,,35.81,0.75,0
10128,#018200261299   ,0,#10166,25 OZ,1,BUD LIGHT - PLATINUM SELTZER                                ,BUD LIGHT - PLATINUM SELTZER,4.45,0.0000, , ,0.0625, , , , , ,,35.8,0.60,0
10128,#018200270307   ,11,#10171,12 OZ,30,NATURAL ICE CN                                              ,NATURAL ICE CN,19.99,0.0000, , ,0.0625,#01806726       , , , , ,,17.04,1.50,0
10128,#018200272189   ,6,#10172,12 OZ,18,NATURAL ICE CN                                              ,NATURAL ICE CN,13.99,0.0000, , ,0.0625, , , , , ,,10.57,0.90,0
10128,#018200281563   ,2,#10173,12 OZ,30,SHOCKTOP CN                                                 ,SHOCKTOP CN,17.99,0.0000, , ,0.0625,#01884423       , , , , ,,26.3,1.50,0
10128,#018200530302   ,57,#10178,12 OZ,30,BUD LIGHT CN                                                ,BUD LIGHT CN,25.99,0.0000, , ,0.0625, , , , , ,,24.01,1.50,0
10128,#018200530470   ,9,#10179,12 OZ,24,BUD LIGHT 12PK CN                                           ,BUD LIGHT 12PK CN,14.39,0.0000, , ,0.0625, , , , , ,,22.4,1.20,0
10128,#018200532184   ,36,#10181,12 OZ,18,BUD LIGHT 18PK CN                                           ,BUD LIGHT 18PK CN,17.99,0.0000, , ,0.0625, , , , , ,,15.6,0.90,0
10128,#018200533082   ,6,#10182,12 OZ,18,BUD LIGHT 18PK BTL                                          ,BUD LIGHT 18PK BTL,17.99,0.0000, , ,0.0625, , , , , ,,15.59,0.90,0
10128,#018200533495   ,22,#10183,12 OZ,24,BUD LIGHT BIG BLUE                                          ,BUD LIGHT BIG BLUE,24.99,0.0000, , ,0.0625, , , , , ,,21.75,1.20,0
10128,#018200537165   ,58,#10184,12 OZ,36,BUD LIGHT CN                                                ,BUD LIGHT CN,29.99,0.0000, , ,0.0625,#01810622       , , , , ,,27.56,1.80,0
10128,#018200610301   ,12,#10185,12 OZ,30,BUSCH CN                                                    ,BUSCH CN,19.99,0.0000, , ,0.0625,#01805125       , , , , ,,17.28,1.50,0
10128,#018200790478   ,24,#10187,12 OZ,1,ODOULS CAN                                                  ,ODOULS CAN,15.39,0.0000, , ,0.0625, , , , , ,,23.6,1.20,0
10128,#018200860317   ,103,#10188,12 OZ,30,BUSCH LIGHT CN                                              ,BUSCH LIGHT CN,19.99,0.0000, , ,0.0625,#01818828       , , , , ,,17.04,1.50,0
10128,#018200960284   ,1,#10190,12 OZ,18,BUD LIGHT - PLATINUM CN                                     ,BUD LIGHT - PLATINUM CN,22.99,0.0000, , ,0.0625,#01860928       , , , , ,,17.62,0.90,0
10128,#018200960444   ,1,#10191,12 OZ,18,BUD LIGHT - PLATINUM BTL                                    ,BUD LIGHT - PLATINUM BTL,22.99,0.0000, , ,0.0625,#018200009075   , , , , ,,17.6,0.90,0
10128,#018200962028   ,4,#10192,12 OZ,30,BUDWEISER SELECT 55                                         ,BUDWEISER SELECT 55,29.99,0.0000, , ,0.0625, , , , , ,,24.6,1.50,0
10128,#018200962929   ,4,#10193,12 OZ,18,BUD LIGHT - LIME                                            ,BUD LIGHT - LIME,22.99,0.0000, , ,0.0625, , , , , ,,17.79,0.90,0
10128,#018200962943   ,1,#10194,12 OZ,18,BUD LIGHT - LIME CN                                         ,BUD LIGHT - LIME CN,22.99,0.0000, , ,0.0625,#018200002236   , , , , ,,17.82,0.90,0
10128,#018200966248   ,1,#10195,12 OZ,18,MICHELOB ULTRA BTL                                          ,MICHELOB ULTRA BTL,18.99,0.0000, , ,0.0625, , , , , ,,17.6,0.90,0
10128,#018200966606   ,3,#10196,12 OZ,30,BUDWEISER SELECT                                            ,BUDWEISER SELECT,29.99,0.0000, , ,0.0625, , , , , ,,23.93,1.50,0
10128,#018200967214   ,11,#10197,12 OZ,18,MICHELOB ULTRA CN                                           ,MICHELOB ULTRA CN,18.99,0.0000, , ,0.0625, , , , , ,,17.6,0.90,0
10128,#018200967283   ,17,#10198,12 OZ,24,MICHELOB ULTRA LOOSE                                        ,MICHELOB ULTRA LOOSE,25.99,0.0000, , ,0.0625, , , , , ,,20.1,1.20,0
10128,#01820124       ,42,#10200,12 OZ,1,ODOULS NA BTL HLDR                                          ,ODOULS NA BTL HLDR,8.69,0.0000, , ,0.0625,#018200007842   , , , , ,,24.3,1.20,0
10128,#018341151053   ,88,#10201,1.5 L,1,BAREFOOT CHARDONNAY                                         ,BAREFOOT CHARDONNAY,11.99,0.0000, , ,0.0625, , , , , ,,65.49,0,0
10128,#018341151107   ,53,#10202,1.5 L,1,BAREFOOT MERLOT                                             ,BAREFOOT MERLOT,11.99,0.0000, , ,0.0625, , , , , ,,60.21,0,0
10128,#018341751055   ,13,#10204,750 M,1,BAREFOOT CHARDONNAY                                         ,BAREFOOT CHARDONNAY,7.49,0.0000, , ,0.0625, , , , , ,,52,0,1
10128,#018341751109   ,8,#10205,750 M,1,BAREFOOT MERLOT                                             ,BAREFOOT MERLOT,7.49,0.0000, , ,0.0625, , , , , ,,56,0,1
10128,#01872923       ,0,#10208,12 OZ,24,RED BRIDGE                                                  ,RED BRIDGE,10.99,0.0000, , ,0.0625, , , , , ,,32.9,1.20,0
10128,#01877928       ,2,#10209,12 OZ,24,LANDSHARK LAGER                                             ,LANDSHARK LAGER,11.99,0.0000, , ,0.0625,#018200129827   , , , , ,,29.75,1.20,0
10128,#01879421       ,1,#10210,12 OZ,24,MICHELOB ULTRA LIME CACTUS                                  ,MICHELOB ULTRA LIME CACTUS,11.99,0.0000, , ,0.0625,#018200129896   , , , , ,,33.45,1.20,0
10128,#019962615535   ,0,#10218,16 OZ,1,LONE PINE - OH J DOUBLE IPA                                 ,LONE PINE - OH J DOUBLE IPA,19.79,0.0000, , ,0.0625, , , , , ,,78,1.20,1
10128,#019962888137   ,20,#10220,16 OZ,1,BEER'D - DOGS & BOAT                                        ,BEER'D - DOGS & BOAT,18.99,0.0000, , ,0.0625, , , , , ,,75.6,1.20,1
10128,#021296006019   ,12,#10228,750 M,1,PAUL MASSON GRANDE AMBER VS                                 ,PAUL MASSON GRANDE AMBER VS,12.99,0.0000, , ,0.0625,#088004045777   , , , , ,,94.77,0,0
10128,#021296006064   ,10,#10229,375 M,1,PAUL MASSON BRANDY                                          ,PAUL MASSON BRANDY,8.49,0.0000, , ,0.0625,#088004045791   , , , , ,,100,0,0
10128,#021296604994   ,3,#10231,3 LT ,1,PAUL MASSON VIN ROSE                                        ,PAUL MASSON VIN ROSE,11.99,0.0000, , ,0.0625, , , , , ,,44,0,0
10128,#021296620314   ,34,#10234,50 ML,1,PAUL MASSON MANGO                                           ,PAUL MASSON MANGO,1.25,0.0000, , ,0.0625, , , , , ,,108,0,0
10128,#021808581805   ,28,#10235,16 OZ,1,CASTLE ISLAND - CANDLEPIN                                   ,CASTLE ISLAND - CANDLEPIN,16.79,0.0000, , ,0.0625, , , , , ,,64.01,1.20,1
10128,#021808581850   ,24,#10236,16 OZ,1,CASTLE ISLAND - KEEPER                                      ,CASTLE ISLAND - KEEPER,16.79,0.0000, , ,0.0625, , , , , ,,64,1.20,1
10128,#021808583007   ,8,#10237,16 OZ,1,CASTLE ISLAND - HIDEF DOUBLE I                              ,CASTLE ISLAND - HIDEF DOUBLE I,17.79,0.0000, , ,0.0625, , , , , ,,72,1.20,1
10128,#021893786307   ,48,#10239,750 M,1,CA MONTINI - PINOT GRIGIO                                   ,CA MONTINI - PINOT GRIGIO,10.97,0.0000, , ,0.0625, , , , , ,,101,0,0
10128,#022000159335   ,6,#10242,EACH ,1,ALTOIDS PEPPERMINT                                          ,ALTOIDS PEPPERMINT,3.69,0.0000, , ,0.0625, , , , , ,,26.55,0.60,0
10128,#02200419       ,0,#10244,24 OZ,12,PABST BLUE RIBBON                                           ,PABST BLUE RIBBON,2.45,0.0000, , ,0.0625, , , , , ,,19.55,0.60,0
10128,#022100001572   ,7,#10245,12 OZ,18,PABST BLUE RIBBON CN                                        ,PABST BLUE RIBBON CN,14.99,0.0000, , ,0.0625, , , , , ,,13,0.90,0
10128,#022100112193   ,2,#10247,12 oz,30,PABST BLUE RIBBON CN                                        ,PABST BLUE RIBBON CN,20.99,0.0000, , ,0.0625,#02207111       , , , , ,,18.89,1.50,0
10128,#022228531401   ,5,#10251,750 M,1,ARKANSAS APPLEJACK BLACK 21 YE                              ,ARKANSAS APPLEJACK BLACK 21 YE,139.99,0.0000, , ,0.0625, , , , , ,,496.16,0,0
10128,#02248905       ,13,#10252,EACH ,1,ORBIT BUBBLEMINT                                            ,ORBIT BUBBLEMINT,2.25,0.0000, , ,0.0625, , , , , ,,13.65,0,0
10128,#023035324835   ,1,#10256,750 M,1,CASATA BARRETTINI - PINOT GRIG                              ,CASATA BARRETTINI - PINOT GRIG,2.99,0.0000, , ,0.0625, , , , , ,,1,0,0
10128,#023604231076   ,2,#10257,EACH ,1,BEER SALT - LIME                                            ,BEER SALT - LIME,2.99,0.0000, , ,0.0625, , , , , ,,0.0000,0,0
10128,#026200471587   ,0,#10272,EACH ,1,ANDY CAPP CHEDDAR FRIES                                     ,ANDY CAPP CHEDDAR FRIES,1.69,0.0000, , ,0.0625, , , , , ,,10.51,0,0
10128,#026200471594   ,0,#10273,EACH ,1,ANDY CAPP'S HOT FRIES                                       ,ANDY CAPP'S HOT FRIES,1.69,0.0000, , ,0.0625, , , , , ,,10.51,0,0
10128,#026612510263   ,8,#10275,750 M,1,PONGA SAUVIGNON BLANC                                       ,PONGA SAUVIGNON BLANC,9.99,0.0000, , ,0.0625, , , , , ,,86,0,1
10128,#02665618       ,22,#10276,PK   ,1,NEWPORT - RED BX                                            ,NEWPORT - RED BX,12.5,0.0000, , ,0.0625, , , , , ,,97.49,0,0
10128,#02665715       ,19,#10277,PK   ,1,NEWPORT - RED 100                                           ,NEWPORT - RED 100,12.5,0.0000, , ,0.0625, , , , , ,,98.16,0,0
10128,#02666015       ,12,#10278,PK   ,1,NEWPORT - NON-MEN GLD BX                                    ,NEWPORT - NON-MEN GLD BX,12.5,0.0000, , ,0.0625, , , , , ,,94.11,0,0
10128,#02666112       ,11,#10279,PK   ,1,NEWPORT - NON-MEN GLD 100                                   ,NEWPORT - NON-MEN GLD 100,12.5,0.0000, , ,0.0625, , , , , ,,98.05,0,0
10128,#02718529       ,8,#10282,PK   ,1,PALLMALL - ORANGE 100 BX                                    ,PALLMALL - ORANGE 100 BX,11.29,0.0000, , ,0.0625, , , , , ,,94.2,0,0
10128,#02785123       ,1,#10284,PK   ,1,PALLMALL - RED BX                                           ,PALLMALL - RED BX,11.29,0.0000, , ,0.0625, , , , , ,,89.2,0,0
10128,#02785424       ,10,#10285,PK   ,1,PALLMALL - BLUE BX                                          ,PALLMALL - BLUE BX,11.29,0.0000, , ,0.0625, , , , , ,,80.25,0,0
10128,#02786229       ,5,#10286,PK   ,1,PALLMALL - BLUE 100 BX                                      ,PALLMALL - BLUE 100 BX,11.29,0.0000, , ,0.0625, , , , , ,,89.2,0,0
10128,#02786724       ,7,#10287,PK   ,1,PALLMALL - RED 100 BX                                       ,PALLMALL - RED 100 BX,11.29,0.0000, , ,0.0625, , , , , ,,89.72,0,0
10128,#028200303622   ,7,#10289,PK   ,1,BASIC - BLUE 100 BX                                         ,BASIC - BLUE 100 BX,13.87,0.0000, , ,0.0625, , , , , ,,104.76,0,0
10128,#028200303721   ,2,#10290,PK   ,1,BASIC - RED BX                                              ,BASIC - RED BX,13.87,0.0000, , ,0.0625, , , , , ,,95,0,0
10128,#028200304322   ,3,#10292,PK   ,1,BASIC - GOLD BX                                             ,BASIC - GOLD BX,13.87,0.0000, , ,0.0625, , , , , ,,104.76,0,0
10128,#028200304629   ,4,#10293,PK   ,1,BASIC - GOLD 100 BX                                         ,BASIC - GOLD 100 BX,13.87,0.0000, , ,0.0625, , , , , ,,112.66,0,0
10128,#028200305022   ,8,#10294,PK   ,1,BASIC - BLUE BX                                             ,BASIC - BLUE BX,13.87,0.0000, , ,0.0625, , , , , ,,104.76,0,0
10128,#028200309822   ,12,#10295,PK   ,1,L & M - RED BX                                              ,L & M - RED BX,11.62,0.0000, , ,0.0625, , , , , ,,92.39,0,0
10128,#028200309921   ,4,#10296,PK   ,1,L & M - RED 100 BX                                          ,L & M - RED 100 BX,11.62,0.0000, , ,0.0625, , , , , ,,90.23,0,0
10128,#028200310026   ,22,#10297,PK   ,1,L & M - BLUE BX                                             ,L & M - BLUE BX,11.62,0.0000, , ,0.0625, , , , , ,,93.89,0,0
10128,#028200310224   ,14,#10298,PK   ,1,L & M - BLUE 100 BX                                         ,L & M - BLUE 100 BX,11.62,0.0000, , ,0.0625, , , , , ,,93.44,0,0
10128,#02826428       ,5,#10300,PK   ,1,MARLBORO - 27                                               ,MARLBORO - 27,12.9,0.0000, , ,0.0625, , , , , ,,106.38,0,0
10128,#02835727       ,57,#10301,PK   ,1,MARLBORO - RED BX                                           ,MARLBORO - RED BX,12.9,0.0000, , ,0.0625, , , , , ,,107.88,0,0
10128,#02836328       ,22,#10302,PK   ,1,MARLBORO - RED 100                                          ,MARLBORO - RED 100,12.9,0.0000, , ,0.0625, , , , , ,,107.88,0,0
